time,cell0,cell1,cell2,cell3,cell4,cell5,acc_x,acc_y,acc_z,roll,pitch,yaw,latitude,longitude,satellites,speed,rpm_bl,rpm_br,rpm_fl,rpm_fr,steering,throttle
288.5,3.731973677,2.776039827,3.002612074,3.635603753,3.566619301,2.405200955,3.924538645,4.44377055,5.037539485,0.189701775,0.720375814,-60,34,34,1,22,1262,1137,59,488,1044,1608
289,3.406910267,2.316914797,2.391792438,3.238045231,2.122936505,3.458875477,1.220641871,0.401272994,0.417980761,5.428588984,5.835232357,-51,34,34,1,15,115,2272,1476,1081,1676,1525
289.5,2.964256948,2.175514301,2.158333378,3.012633415,3.927499619,2.044920032,2.824507026,3.578180625,0.959055556,0.92651889,2.675538502,-174,34,34,1,3,1752,1623,1070,775,1573,1558
290,3.254983169,2.214135158,3.779845013,2.964257475,2.993368065,3.460785272,3.401195254,1.962603127,3.42241545,5.504589417,2.798291954,21,34,34,0,32,2241,1786,2230,1274,1041,1043
290.5,2.981421073,3.376161649,2.543494277,3.835455889,3.136513218,3.748664004,0.382886798,0.326245772,5.300047286,0.487820509,2.832853623,129,34,34,3,22,1871,1360,1657,679,1088,1495
291,3.569495944,2.435089389,3.282937922,3.360315149,3.067956617,2.198056647,5.154995364,5.558367175,5.53680834,1.278523914,3.32638061,-173,34,34,0,32,2267,609,1060,2033,1444,1172
291.5,2.956323946,3.691637896,2.342080289,2.908458095,3.916821495,3.703571539,1.665774656,0.467901502,5.140807299,3.720233838,4.218041124,107,34,34,3,40,1227,324,2378,1919,1459,1321
292,3.339101333,3.590610198,2.919132289,3.568152237,3.636913008,2.311871567,3.693750895,3.685482469,4.048515202,4.912514779,0.486398345,-162,34,34,2,35,26,1301,1067,2159,1874,1711
292.5,3.837210915,2.446667863,3.47200145,3.940949917,2.808815158,2.670134349,4.549005223,2.657899148,2.976454865,3.759359298,5.623414195,-156,34,34,2,3,1730,264,1122,2070,1795,1475
293,3.511664811,3.466509316,2.281633333,3.589427695,3.251915162,2.403169768,0.516802124,0.4206056,2.008267367,0.332257783,4.294477523,-70,34,34,2,4,1726,762,1880,1640,1600,1912
293.5,2.3040218,2.043854289,3.29182312,3.061608918,2.346711398,3.325072073,3.162432122,5.242427653,4.332689578,1.700948919,4.665445487,-120,34,34,2,7,1791,558,1136,1498,1418,1584
294,2.342365667,3.708005166,2.333121311,2.900343545,3.160747078,2.681081053,1.33989533,4.203785999,1.67284236,2.526565605,1.928585831,-3,34,34,3,34,1226,57,1098,405,1519,1610
294.5,2.643276224,3.311501297,2.393297285,3.137076099,2.86330028,3.709253635,3.204199151,5.713786141,0.339860295,4.852723357,5.149399763,-136,34,34,3,24,573,1408,1756,198,1947,1158
295,3.508086743,3.293136416,2.75703784,2.468565975,3.067064587,2.465555768,3.934978699,4.542245013,5.868664599,0.933813989,0.877925066,-25,34,34,2,28,2266,573,304,395,1564,1258
295.5,2.649713135,2.409057264,2.671051925,3.976170429,3.3239269,2.208238522,5.183033657,2.309100716,4.274817711,5.206903895,0.294442039,116,34,34,3,9,904,2328,557,1206,1415,1593
296,2.324449554,3.187199128,3.585238924,2.282456776,2.661432797,2.823354339,3.66830837,1.454937915,1.378706679,1.33256587,1.142088192,52,34,34,2,22,2254,1939,1594,171,1691,1044
296.5,3.138166169,2.069609556,2.700982973,2.132109473,2.772551611,2.157920761,2.797014369,3.170785672,0.893464313,2.194327741,5.33580233,1,34,34,3,45,1644,830,832,989,1338,1988
297,3.43677554,3.137262254,3.739095416,2.373842315,3.559537561,3.64800467,3.424326993,5.784253696,0.841755546,0.716302321,5.609406635,130,34,34,0,5,642,774,216,1531,1875,1403
297.5,2.943918215,3.132793199,2.199238234,3.846007056,2.273416999,2.430762945,5.516481347,2.843839389,1.926335067,5.506421769,2.764796444,-136,34,34,0,22,1682,115,2219,733,1418,1726
298,2.672153449,3.939970596,3.690372032,3.383515509,3.582874897,2.89165983,2.747719913,4.90929005,3.042002175,3.259693014,1.370799726,166,34,34,1,1,1609,1875,486,851,1196,1089
298.5,2.97219872,3.187831604,2.980273236,3.595570979,2.323696969,3.538713002,4.363136743,3.199402392,2.424918455,4.054791512,5.070316915,126,34,34,2,37,1896,2120,223,1825,1907,1604
299,2.846635763,3.407871779,3.599056613,2.09336892,2.389875908,3.693496909,0.221652905,2.843701322,2.358714383,5.590276235,1.903259702,123,34,34,3,22,1193,242,380,1060,1052,1755
299.5,3.487287596,3.475940848,3.774236087,3.331541317,2.971786314,2.469099013,1.923200382,3.164501089,4.546843245,4.544663404,3.270945582,130,34,34,1,31,2369,54,496,1071,1944,1037
300,2.901750271,2.038132344,3.4962074,3.573873649,3.529559973,3.153200474,2.741020795,5.934962737,5.401352696,1.595496217,1.197699809,11,34,34,1,36,2268,557,636,1327,1452,1977
300.5,2.55713257,3.075975049,2.065697988,3.281764356,3.579925143,2.066838221,5.519751424,3.63661712,5.076415549,4.863141715,4.530330405,-23,34,34,3,42,231,2049,2032,282,1718,1821
301,3.80944912,3.180501477,2.908570884,3.087259698,2.022184061,2.435393452,4.614613674,1.839009054,4.094957968,2.730992454,5.159024586,50,34,34,0,3,1080,826,2006,2,1614,1144
301.5,3.644712601,2.035182699,2.121444481,3.604179795,2.976229573,3.887448224,0.24309669,0.065232209,4.980295073,3.117878506,3.220339955,-80,34,34,1,37,1102,1027,31,2133,1723,1595
302,3.810123492,2.272289483,2.398500987,3.791579486,3.93740542,3.721329903,0.676789567,4.913346598,4.153425889,4.942071947,0.659558437,-16,34,34,3,37,1404,1292,1807,262,1164,1881
302.5,3.390787481,2.136066685,2.987093539,2.234800985,2.929799077,2.144749848,4.590122035,1.560132732,0.691261005,2.500490899,0.278186655,-120,34,34,2,11,1141,1193,195,2278,1577,1561
303,2.151329813,2.57150105,2.403659171,3.921354839,3.77020848,3.051154088,5.0415691,5.138921518,0.340248121,2.342792594,4.601225093,-6,34,34,0,15,387,2275,2302,2008,1853,1028
303.5,3.696323218,3.620539884,2.568314959,3.656661209,3.894514206,3.852108028,4.459506141,4.801148049,0.699202728,2.187293209,3.151183672,-139,34,34,2,26,279,1704,933,241,1056,1640
304,2.832956168,3.246097048,3.919547621,3.152164322,2.304014509,2.38740147,4.541295554,2.569468538,5.849216804,4.850231837,0.173879272,161,34,34,1,16,1619,1696,891,2332,1836,1683
304.5,3.842849066,3.285068613,3.868166932,2.187580647,2.991666593,3.151246468,0.986447725,1.419684098,2.554480583,1.044151291,3.644875928,102,34,34,1,26,419,1598,1191,1260,1430,1851
305,3.17120824,2.188308292,3.456000257,2.835173693,3.345319182,3.377159178,2.973641042,2.069976747,4.451120891,2.309271299,3.625495316,31,34,34,3,8,90,518,1018,1580,1410,1470
305.5,2.393651745,3.674188595,3.466032316,3.950669047,2.46240658,2.80202464,0.326608069,1.378457186,4.591094703,3.99116866,2.184195502,169,34,34,3,36,1371,1286,1861,2176,1093,1903
306,2.779363419,2.327447025,2.854901818,2.372427367,2.334674999,3.518651808,2.507450032,3.053988985,2.49591713,0.186131804,0.640574033,-106,34,34,0,20,1164,1500,59,783,1794,1865
306.5,2.292559545,2.133420476,2.398920044,2.851996415,3.771596988,2.969571677,1.747017447,1.383285156,0.998000553,1.66503708,1.271702642,-40,34,34,0,0,2290,204,124,250,1635,1628
307,3.903429276,2.33727868,2.368951811,2.054555926,2.593485123,2.147731195,5.650369054,4.710896836,3.778375433,2.136653878,2.224775671,-73,34,34,0,0,1495,1855,727,1418,1977,1477
307.5,2.772295548,3.263069775,2.297599342,2.366475704,3.600897674,3.555067744,2.171808234,3.374542187,5.688624696,3.993234714,4.169881734,-124,34,34,0,34,1891,811,1524,1571,1018,1222
308,2.99990024,3.531024866,2.295205747,3.749602849,2.86525149,2.685439487,4.425370641,4.239161494,5.52812159,1.20114481,5.23432165,-81,34,34,0,11,2278,382,2022,549,1476,1043
308.5,3.344939734,3.965057879,3.662447685,2.45238253,3.779169669,2.017147238,5.109462168,1.770686832,1.921497174,2.4058463,3.248254321,-56,34,34,0,31,1823,1598,224,1716,1393,1993
309,3.525509877,3.073136222,2.532002011,3.279369944,2.213236251,2.023860881,4.334499567,4.453930121,1.072519221,2.509649559,1.311441799,36,34,34,0,43,1231,1098,472,473,1997,1633
309.5,3.312362997,3.383636927,2.513002858,3.08213334,3.615052171,3.995864139,4.784007542,0.502970173,2.970007788,0.395430394,0.868482878,-17,34,34,3,2,1109,1877,2017,1831,1627,1444
310,2.947815604,2.70719622,3.721241752,3.925144373,2.46310627,3.295931029,0.491058194,1.668460886,1.019472534,3.508704514,5.218803442,-172,34,34,1,30,880,2291,1639,1998,1896,1329
310.5,2.013730643,2.006594709,2.781428904,2.359136514,2.341532514,3.456686107,4.677006757,1.582690744,0.567537343,5.188442514,3.906128422,-166,34,34,2,25,1335,2102,766,1579,1413,1017
311,3.336251451,3.821226063,3.29338272,2.614392308,3.934188966,3.917568263,1.69004209,3.225932016,2.119574265,4.24593535,4.700699278,153,34,34,0,40,261,1829,2179,179,1098,1196
311.5,3.081582678,2.581401164,3.052291994,3.465796518,3.584134392,3.986691651,0.149414606,4.48861545,4.991294827,1.747427599,4.442011883,-151,34,34,1,36,444,286,748,2287,1560,1331
312,2.175280054,3.728501133,2.068829612,2.179346884,2.516690294,2.974907883,3.449637972,2.674752515,3.002725745,4.448882397,1.792078332,78,34,34,1,3,2267,64,1971,1571,1399,1257
312.5,2.474536086,2.30334514,2.236717808,2.56858728,3.692270353,3.683956693,4.093041722,1.508288263,3.59339865,3.162840932,1.666837074,-42,34,34,0,34,2033,748,1971,387,1855,1543
313,2.916449126,2.901149235,3.474455916,3.236922022,3.322668911,3.28772876,4.445566789,5.177577808,4.971611115,1.542619582,4.495696314,71,34,34,1,15,892,2369,537,352,1632,1514
313.5,3.962046494,3.426597112,3.426981398,3.902687976,2.70273548,2.667284851,0.968600176,5.929497868,3.561899192,2.947956344,5.227482077,-166,34,34,1,23,1585,1574,206,347,1463,1610
314,3.585227307,2.856786644,2.587075367,3.773355885,3.294526982,2.169260105,3.633965498,3.717072293,4.652098416,4.536767322,0.391309023,31,34,34,1,44,196,1921,1265,1496,1815,1443
314.5,2.744146339,3.242300083,3.350467985,3.108805392,2.597851384,3.95439414,4.216660538,0.856876701,4.587056779,4.513711917,4.361421159,31,34,34,3,40,2181,917,2243,1546,1172,1085
315,3.502499334,2.292557125,3.42824044,2.320252799,2.141973944,3.470787758,4.933137848,4.314538363,2.096814009,1.900741326,5.234231974,57,34,34,0,35,870,825,1605,1513,1192,1969
315.5,2.066126364,2.725121882,3.283247157,2.8297357,3.453886212,3.944783056,0.196431721,4.116269663,3.475882609,5.46367516,5.213861176,-54,34,34,0,27,1848,389,2024,2150,1021,1151
316,3.271294859,2.35708713,3.559220186,2.564217301,3.095006632,3.896449025,3.118351324,5.994566478,2.965590578,3.683674653,2.741801924,55,34,34,3,45,1901,1251,938,359,1203,1549
316.5,2.540611011,2.481905812,3.477328199,2.156850342,2.571085632,2.430596386,5.321590911,2.45038148,4.935835035,4.48198562,5.845750091,42,34,34,3,33,492,2176,2396,1643,1307,1372
317,2.222483201,3.955406042,2.653400243,2.68081904,2.825540116,2.950519002,0.390017284,0.99617957,4.216668526,5.333199699,4.670829132,180,34,34,1,35,367,778,1870,2308,1657,1363
317.5,2.593703673,2.441335536,3.342020604,2.04009581,2.601085673,2.929349488,1.39771192,4.069041822,2.29191336,1.025805685,2.093849678,-71,34,34,2,28,2289,1619,114,67,1162,1199
318,2.302230563,3.450794798,3.149377987,3.579249932,2.089843887,3.156960471,0.846409201,2.354966644,5.792158224,0.415481108,5.46264288,-2,34,34,2,27,2250,142,1913,1294,1000,1823
318.5,3.715724882,2.362106477,2.812492865,3.312373696,2.586584543,2.414400129,4.943863092,1.279863388,3.311476297,3.713075858,5.643971906,-169,34,34,3,20,1248,1266,1682,1645,1328,1441
319,3.917997452,3.893678071,3.495934431,2.711581977,3.886082082,2.383455403,1.641570243,5.852449869,2.017261573,4.341986012,2.510886184,-18,34,34,2,20,1426,845,549,1324,1401,1622
319.5,2.871446662,3.663275025,2.877058735,3.163930916,2.239323121,2.943657467,1.321646867,3.339365137,3.105134653,1.030681335,1.202138513,5,34,34,3,27,827,23,1688,1235,1926,1898
320,3.023109759,2.943103303,2.091343329,3.242840318,3.33024677,2.977899848,3.057267332,4.028567297,2.605095105,4.486326918,4.174305765,20,34,34,0,13,770,734,358,2194,1639,1022
320.5,3.408389087,2.69453854,3.573972809,2.736873346,2.876279399,2.460125404,4.666400207,1.514556701,3.439572232,1.566150901,1.437636009,43,34,34,3,31,894,2149,1041,484,1735,1226
321,2.907079432,3.714812906,2.64614506,3.814694472,2.707375267,2.177153512,0.707836568,4.41616052,5.698785996,4.996521706,5.428278213,-33,34,34,2,29,1883,1398,587,1309,1625,1738
321.5,3.253493969,3.437429064,2.342934156,2.628461586,3.180579684,2.539020085,5.400669243,0.336512021,4.751071842,0.083285757,4.435344939,-6,34,34,0,27,699,1289,1832,1368,1138,1756
322,2.075517319,2.414152749,2.209888873,3.36458267,2.870352364,2.795193457,4.242838939,1.531895188,2.531782704,3.682668874,5.812537245,-118,34,34,2,32,1269,2007,1230,1261,1751,1484
322.5,3.839598753,3.733288603,2.725172515,3.614986242,2.929476571,3.000394146,2.505718007,5.360511064,1.175510559,1.565214717,4.829134652,-33,34,34,2,35,1302,2093,774,1899,1823,1530
323,2.066672092,3.550232368,2.38509026,3.742729109,2.109425069,3.044109633,5.044823364,2.132274593,1.633086104,3.740439137,5.640376026,12,34,34,1,37,307,1828,288,350,1840,1198
323.5,3.332360938,2.297334331,3.539419001,2.375805431,2.861454903,3.87859103,2.450517181,0.758263524,3.976624001,4.271344059,5.327510985,85,34,34,1,9,841,1248,1828,1400,1460,1844
324,2.304552919,3.301670171,3.33744792,3.744346035,2.860749901,2.086225247,4.383056652,2.222184551,2.282402366,2.539488754,3.249671015,116,34,34,1,4,137,2196,543,596,1764,1680
324.5,3.53636077,3.187972904,3.427642916,3.300177921,2.720691296,2.244775288,3.54290414,2.708631163,3.68227589,0.685678,1.880123907,145,34,34,3,33,622,352,800,912,1950,1117
325,3.939718971,2.712863283,2.777374989,2.225800929,2.885550866,3.111635586,2.270424834,0.30561952,1.317647431,4.358959245,2.658065762,-148,34,34,3,10,1164,1559,1820,1889,1018,1043
325.5,2.170224197,2.101676154,3.771766116,3.33085848,2.794577374,2.599190659,5.187843524,2.119206977,4.637062229,5.727771141,5.489279197,87,34,34,3,29,1437,1849,1783,168,1351,1684
326,3.142783554,2.871999415,3.303583896,2.678805707,2.364428219,3.453138872,3.034860998,1.284476318,1.19096952,4.158022057,4.646890375,-45,34,34,0,39,1903,1008,293,1461,1497,1797
326.5,3.257903408,2.870923715,2.135141562,2.252101666,3.065072574,3.813705658,1.684981355,0.458519483,1.288311521,1.233365933,3.556689895,-54,34,34,2,24,1362,827,1275,372,1164,1279
327,2.307074009,3.833476094,3.569444529,2.381123066,2.405275425,3.914403183,1.501635736,3.00576952,2.40872619,1.894255157,1.505852347,-167,34,34,3,6,1202,1633,1023,14,1274,1101
327.5,3.843445931,2.428013485,3.77312964,3.780938083,2.094842597,3.838635343,4.254030313,0.256009144,2.145816975,3.745345686,3.055531621,108,34,34,2,40,106,1399,592,1759,1027,1820
328,2.917620692,2.912735687,3.806214967,3.245587075,2.050259058,2.249015579,2.688131831,3.637039498,3.858577877,0.55469847,3.262747698,-1,34,34,0,25,1062,1415,717,273,1100,1337
328.5,3.389060415,3.206403118,3.542050194,2.825019622,2.776566229,3.125792031,5.993222854,4.671879467,0.434288061,4.298018552,5.699557043,-155,34,34,0,30,1061,2072,1915,719,1144,1033
329,2.21835311,3.120779105,3.404867197,3.61474441,2.005287159,2.100282253,2.054084909,5.917779346,0.382796807,0.577560898,1.687083431,173,34,34,0,43,704,1754,1875,2314,1167,1743
329.5,3.227559289,2.03941738,2.057705018,2.603271639,3.528262837,2.67380458,4.448583261,5.19996063,3.033882534,1.198436464,5.877453786,94,34,34,3,33,956,32,1791,86,1378,1176
330,2.215362323,3.892181306,2.995784748,3.006571337,3.326789138,3.082960979,4.591848148,2.936994306,4.99433027,4.495151553,5.970157416,-46,34,34,0,35,464,2114,1386,1236,1781,1126
330.5,2.781028202,2.706266649,3.169095378,2.008016927,3.17204258,3.134599365,1.213300065,3.640629501,3.770079824,3.911407901,5.768477494,41,34,34,1,7,1025,1602,1083,2208,1396,1128
331,2.262866888,3.223717672,2.059698953,2.782704335,2.653354334,3.626548109,2.663900728,0.201427587,2.838963345,1.968545347,3.710297643,-88,34,34,2,18,377,2086,1025,481,1374,1583
331.5,2.212449833,2.416400403,2.733409336,2.376841878,3.847360656,3.562120328,0.747960105,3.437667447,0.424841604,5.540157616,1.137415184,-148,34,34,2,11,180,1518,1542,1370,1443,1560
332,2.303814107,2.847555493,3.029008156,2.417876649,2.444757512,3.468338402,1.270301733,1.827668364,4.996681448,0.300047512,2.6940902,67,34,34,2,23,1072,897,1969,2241,1234,1414
332.5,2.858693948,3.652981482,2.605878203,2.203933338,2.267126217,2.78540469,3.017577326,0.005299543,4.269632901,3.418356678,5.204996757,-177,34,34,1,43,573,1860,490,2232,1177,1026
333,3.414240698,3.115052071,2.197455297,3.7203569,3.245375814,3.386205988,0.512654303,5.95356776,1.065404335,1.538192306,1.892229952,7,34,34,2,25,606,1911,1525,1478,1993,1050
333.5,3.789372526,3.869171412,3.640402013,3.54483283,3.914108273,3.857858503,2.625336888,0.925257005,5.457042683,5.568987559,0.348066851,163,34,34,2,21,1104,1757,329,923,1934,1981
334,2.895117288,3.073859091,2.555422609,2.218277522,2.720548012,2.590458211,0.772895844,0.031220842,5.35265866,1.321995689,0.754403377,24,34,34,3,33,1009,1665,568,1562,1061,1407
334.5,2.19044855,3.202938736,3.863251356,3.807040122,3.799705248,2.488632328,2.170943936,4.621192371,1.651807451,0.865220852,0.593091323,-23,34,34,1,44,734,293,577,2270,1643,1266
335,2.630217926,2.73331938,2.113379679,3.52848569,2.942627987,3.927999533,1.942189677,3.070745863,1.685807284,4.826275315,1.516263398,4,34,34,2,43,121,1542,469,994,1944,1067
335.5,3.105851341,3.224515871,2.936352256,3.69729617,2.586860882,3.868470493,3.082207848,5.202268085,2.833359279,0.435116744,5.301252037,95,34,34,3,1,542,1722,2035,676,1359,1773
336,3.406522558,2.397078922,3.569580751,2.84162438,3.128763189,3.291990155,2.858844742,4.173234583,3.171057211,0.108100786,2.764032537,164,34,34,3,42,833,1453,152,1413,1207,1529
336.5,3.302801836,3.947456418,3.737996911,3.758861496,2.065637344,2.194287458,2.81788417,4.933238186,0.81393446,3.983871039,2.219490374,68,34,34,0,44,636,372,657,1001,1558,1467
337,3.494215875,2.4405098,3.814844448,2.456232983,3.631047952,3.176322358,0.745647966,2.710170517,3.895581893,4.837332534,0.192906195,57,34,34,0,39,795,1129,1021,1038,1539,1470
337.5,2.534571571,2.009322502,2.838897588,3.216509739,3.232552802,2.592091141,5.188780603,5.585348009,1.724896686,4.988119688,2.428970662,-107,34,34,3,23,555,710,887,1517,1899,1956
338,2.157253049,2.189288973,3.030065819,3.368246398,2.38448744,3.633318479,2.905480456,4.877194021,3.062976959,4.795967014,5.103013162,15,34,34,2,43,1089,1137,2270,1741,1081,1422
338.5,3.894489521,2.048839769,3.77713361,3.906241205,2.71031056,3.392766419,0.557627207,5.904334213,3.370035366,4.689258858,4.965096777,164,34,34,0,32,510,585,794,837,1178,1064
339,2.95383757,3.394466379,2.543849253,3.77254697,2.052196284,2.313402522,0.325113602,1.525620077,4.469268562,3.378682712,0.334762534,-77,34,34,3,36,1852,2114,1210,1163,1603,1750
339.5,2.583358502,2.577834302,2.745303315,2.328228562,3.892286287,2.196832564,3.135467121,5.217538257,0.764652044,1.59734202,2.432985376,-51,34,34,2,20,296,1008,1984,866,1911,1567
340,2.822455651,2.204603097,3.690430861,2.297799675,2.026707475,2.069827589,2.318243524,3.68407145,1.908652507,3.982817574,0.279125414,124,34,34,0,16,783,276,1118,1002,1843,1800
340.5,3.404112503,3.285674841,3.055906326,3.784129917,3.173459944,2.706367187,0.907494152,3.089667235,2.779288161,4.056458802,3.742785006,98,34,34,2,42,1989,1730,2329,1700,1505,1895
341,3.453516989,3.997492445,3.479996699,3.416379213,3.70940839,2.281682932,2.652824334,0.637508583,2.734155466,0.707649181,1.373785379,157,34,34,3,41,2166,1518,430,1645,1236,1007
341.5,2.194069324,3.767079495,2.4229328,3.882972036,2.454532695,3.799633633,1.652438035,3.264789458,5.234328959,3.314679063,2.509320179,172,34,34,0,43,751,1292,665,842,1709,1995
342,3.16102434,2.49474703,2.662534532,2.751204685,2.304178634,3.133848591,5.425122374,3.051673041,5.524197558,5.452669631,0.516709776,84,34,34,1,35,1856,1253,2193,1451,1363,1762
342.5,3.27246372,2.103384308,2.052315992,3.383409597,2.131585064,3.833805962,3.776264473,1.482598961,0.557266428,0.7832864,5.741393663,-60,34,34,2,29,2260,899,1935,1855,1487,1631
343,3.152746554,3.622070731,2.389891839,2.836399199,3.84656731,2.883925957,4.808721942,2.639716317,2.642968399,0.77927181,4.10874831,41,34,34,3,4,1345,2297,1062,29,1360,1386
343.5,3.2541332,3.251316571,3.37866471,3.066383356,2.288646803,2.082336007,5.816922294,1.870111611,1.841761748,2.969670627,4.413731524,-6,34,34,1,22,1918,1315,1024,636,1768,1906
344,3.82487071,2.566585624,3.776175534,3.16908368,3.066232113,3.635458023,3.194825354,4.152727128,5.839177476,0.069766896,5.763345881,116,34,34,0,0,2195,1071,1488,1421,1903,1578
344.5,2.026412346,3.947867915,3.884856582,3.742626828,2.816152408,2.222830065,5.851890334,1.877267641,4.139836947,5.565178655,0.429356986,109,34,34,3,26,1063,2232,726,493,1233,1803
345,2.738990336,3.411685277,3.114247925,2.090963133,3.700195483,2.470900884,1.04749422,0.145506751,0.900535344,3.777850005,1.750076331,-158,34,34,3,4,1056,1545,566,992,1473,1793
345.5,2.029063727,2.119703094,3.596454897,3.571512284,3.089152827,3.610048355,3.186833507,0.980572439,2.126785118,3.65494243,5.507175823,173,34,34,2,12,762,738,2,183,1997,1991
346,2.076034933,3.078480883,2.509834317,2.716592826,2.233974605,2.954565659,2.129127112,5.986095729,0.056311827,4.774679444,3.15384836,-178,34,34,0,24,937,1967,1673,2024,1024,1677
346.5,3.186192332,3.715257896,3.438848368,2.903082284,2.452357547,2.339573093,5.022326387,0.092788981,4.966143847,4.867608722,1.493176601,-42,34,34,0,23,2392,932,778,2119,1004,1358
347,3.004321633,2.532700453,3.771420418,2.761443975,3.873666639,2.640594715,4.754475584,4.667642076,1.346720856,5.391433971,4.856040884,39,34,34,0,24,2158,2100,2230,560,1060,1158
347.5,2.286586321,3.109441334,3.819158323,3.108102781,2.581437237,3.677401301,0.956819452,3.182775725,3.883292295,0.032252955,1.497626458,174,34,34,3,8,1844,1594,27,1262,1714,1346
348,3.378485656,3.602641528,3.560853646,2.239383436,2.101858068,3.860440825,4.126996096,1.287909221,5.36432948,1.001833672,4.385438264,-126,34,34,3,15,1251,976,970,1026,1533,1776
348.5,2.039961067,2.974575045,3.92426402,2.809003553,2.195168073,2.381566772,1.715778246,4.241286869,4.68823563,0.393576415,4.031704711,-135,34,34,0,14,1348,1294,1610,1536,1899,1084
349,3.580155152,2.031916901,3.547335493,2.727373294,2.761844164,2.20334363,2.596859601,0.99153468,2.544036746,2.47516459,5.779530959,-159,34,34,1,4,214,1666,592,103,1800,1632
349.5,2.949310444,3.982839949,3.995822255,2.41318014,2.332095437,3.031920194,0.369390428,1.627373023,4.960772639,5.22716547,3.473607272,172,34,34,1,30,1772,1529,2067,1784,1492,1278
350,2.893411303,2.82182686,3.673046672,2.69098236,3.177858385,2.070967599,4.601560692,5.986296222,4.994039538,0.039864694,0.182471252,105,34,34,1,36,1315,553,2375,815,1488,1663
350.5,3.295306741,3.8778091,3.252738096,2.947209536,3.421121231,3.479175468,5.992726589,4.072386145,3.406957491,5.23653707,4.667810224,-10,34,34,3,32,668,839,247,1354,1433,1273
351,2.060430434,2.92732523,3.254446526,2.305052359,3.557100394,3.217182093,0.822109742,0.575007575,3.559524836,2.169726444,4.207438653,-24,34,34,0,7,546,1030,1888,257,1593,1581
351.5,3.275088473,2.559812576,2.426431357,2.512506578,2.813872704,3.427919164,0.237464984,4.531665385,2.385433834,2.379696864,1.802727162,128,34,34,0,45,911,1616,1398,2041,1770,1166
352,2.243538263,2.243511198,2.893684943,2.480080736,3.576559852,3.379195039,1.632260595,1.718017969,3.48850359,5.574354723,1.322593674,-49,34,34,1,22,827,104,503,555,1158,1681
352.5,3.009789516,3.129883975,2.207280326,2.463573839,2.565576196,3.684356176,5.145920067,0.800641566,0.505208466,2.603209298,1.461078959,-6,34,34,3,11,1591,665,724,267,1141,1707
353,2.351768306,3.292280444,3.097604205,3.606119436,3.408674732,2.591542608,1.498316139,0.365541478,5.873087078,4.443358521,4.644541635,-138,34,34,1,9,2390,96,699,388,1811,1351
353.5,3.571493933,3.682173528,2.375390313,3.813806279,3.767238654,3.015316513,3.172647371,5.373289087,1.400179942,0.680242555,2.340873245,180,34,34,0,40,198,1617,776,2232,1107,1811
354,3.8366197,3.867533023,2.032634368,3.83708887,3.05590252,3.086509644,1.156530608,3.416954272,0.703846684,0.645454128,1.485034048,-149,34,34,1,0,1094,1864,2124,743,1202,1808
354.5,3.722388805,3.22309108,3.26016149,3.809590208,3.410195636,2.23890142,2.810629489,5.967902674,3.595028954,1.032025323,4.296417614,-42,34,34,3,27,975,758,1386,575,1074,1762
355,3.384907692,2.732091203,2.943767631,3.513226604,3.004601149,2.495159022,3.305624727,5.209532725,1.750706199,1.085311558,0.736297663,-124,34,34,3,39,1116,57,2317,1461,1118,1013
355.5,3.743797312,2.931374798,2.165304257,3.045634978,2.922306838,3.39761863,1.221156079,2.042290741,0.779217395,4.125063861,5.38487083,-159,34,34,2,15,1281,2368,1883,2049,1360,1240
356,3.775202255,3.99156521,2.341013578,2.651002946,3.276644874,2.999569377,0.548392785,4.734318993,3.757973446,4.153113125,5.829002823,-133,34,34,3,2,1158,865,1403,1383,1911,1329
356.5,3.033637953,2.400727791,2.596393683,2.803964967,2.161998952,2.990725124,5.520148376,1.144187247,3.919193973,2.092115719,1.834473079,-34,34,34,3,18,1329,732,1394,829,1440,1164
357,3.193877388,2.222989448,2.811447932,2.899040297,2.10467447,3.24570793,4.986558576,0.84267719,0.934581498,0.488943884,3.925414873,12,34,34,3,38,1108,384,383,304,1635,1384
357.5,2.264489339,2.128506825,3.826850765,2.743877314,3.838800057,2.53803017,3.200849559,4.764899854,2.250260861,5.144840158,3.009767042,-169,34,34,2,7,2311,1481,975,2218,1857,1396
358,3.79845395,2.155751802,3.778269752,3.920088316,2.594061909,3.975977877,1.381729335,0.335759969,0.659363133,0.749251072,5.938270706,-71,34,34,2,9,1002,2202,2032,1032,1402,1696
358.5,2.325628888,3.049949151,3.066699194,2.904886636,2.02360573,2.462333638,4.431282911,5.711041493,0.193186797,2.582101876,0.942942458,-156,34,34,0,35,1759,174,997,900,1467,1760
359,3.220802514,2.229711711,2.081074875,3.746696809,3.701637522,3.625174991,0.37213919,3.111988273,2.274746855,1.751165647,5.98044389,-151,34,34,2,27,531,301,782,283,1042,1096
359.5,2.206872407,2.741208945,2.323906705,2.203624824,3.346226069,2.266660515,4.790136122,5.95199597,1.371008169,1.900940216,0.251205498,-17,34,34,0,4,65,1474,1060,923,1634,1052
360,3.286227714,2.081984808,2.195695195,2.068238542,3.48345157,3.861703416,2.566368834,1.585436769,1.179567182,2.913550784,1.465539846,-126,34,34,2,9,2217,6,1295,2126,1041,1714
